code,title,observed,n_studies,estimate,posterior_std
29-9091.00,Athletic Trainers,,,0.4208,1.0226
29-9092.00,Genetic Counselors,,,0.4633,1.0083
29-9093.00,Surgical Assistants,,,0.4225,1.0197
29-9099.01,Midwives,,,0.4248,1.0146
31-1121.00,Home Health Aides,,,0.4188,1.0188
31-1122.00,Personal Care Aides,,,0.4213,1.0232
31-1131.00,Nursing Assistants,,,0.4201,1.0131
31-1132.00,Orderlies,,,0.4142,1.0412
31-1133.00,Psychiatric Aides,,,0.4174,1.0162
31-2011.00,Occupational Therapy Assistants,,,0.4088,1.0099
31-2012.00,Occupational Therapy Aides,,,0.4203,1.0151
31-2021.00,Physical Therapist Assistants,,,0.4149,1.0128
31-2022.00,Physical Therapist Aides,,,0.4194,1.0176
31-9011.00,Massage Therapists,,,0.4189,1.016
31-9091.00,Dental Assistants,,,0.4249,1.0083
31-9092.00,Medical Assistants,,,0.4202,1.0047
31-9093.00,Medical Equipment Preparers,,,0.4201,1.0128
31-9094.00,Medical Transcriptionists,,,0.4058,1.004
31-9095.00,Pharmacy Aides,,,0.4288,1.0045
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,,,0.4188,1.0122
31-9097.00,Phlebotomists,,,0.4182,1.0058
31-9099.01,Speech-Language Pathology Assistants,,,0.4094,1.0086
31-9099.02,Endoscopy Technicians,,,0.4208,1.0134
33-1011.00,First-Line Supervisors of Correctional Officers,,,0.4158,1.0056
33-1012.00,First-Line Supervisors of Police and Detectives,,,0.4298,1.0056
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,,,0.4406,1.0069
33-1091.00,First-Line Supervisors of Security Workers,,,0.4391,1.0187
33-2011.00,Firefighters,,,0.4216,1.0155
33-2021.00,Fire Inspectors and Investigators,,,0.4232,1.0082
33-2022.00,Forest Fire Inspectors and Prevention Specialists,,,0.4228,1.0092
33-3011.00,Bailiffs,,,0.4355,1.0087
33-3012.00,Correctional Officers and Jailers,,,0.4271,1.0044
33-3021.00,Detectives and Criminal Investigators,,,0.4319,1.0061
33-3021.02,Police Identification and Records Officers,,,0.4274,1.0043
33-3021.06,Intelligence Analysts,,,0.4423,1.0027
33-3031.00,Fish and Game Wardens,,,0.4433,1.0075
33-3041.00,Parking Enforcement Workers,,,0.4203,1.0097
33-3051.00,Police and Sheriff's Patrol Officers,,,0.4328,1.0117
33-3051.04,Customs and Border Protection Officers,,,0.4317,1.0046
33-3052.00,Transit and Railroad Police,,,0.4051,1.0108
33-9011.00,Animal Control Workers,,,0.4424,1.0063
33-9021.00,Private Detectives and Investigators,,,0.4279,1.0039
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,,,0.4143,1.0081
33-9032.00,Security Guards,,,0.4258,1.0069
33-9091.00,Crossing Guards and Flaggers,,,0.4241,1.0079
33-9092.00,Lifeguards; Ski Patrol; and Other Recreational Protective Service Workers,,,0.4214,1.0242
33-9093.00,Transportation Security Screeners,,,0.419,1.0221
33-9099.02,Retail Loss Prevention Specialists,,,0.4318,1.0042
35-1011.00,Chefs and Head Cooks,,,0.4137,1.0087
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,,,0.4287,1.007
35-2011.00,Cooks; Fast Food,,,0.4135,1.0123
35-2012.00,Cooks; Institution and Cafeteria,,,0.4258,1.0071
35-2013.00,Cooks; Private Household,,,0.4094,1.0083
35-2014.00,Cooks; Restaurant,,,0.4116,1.0411
35-2015.00,Cooks; Short Order,,,0.4228,1.0046
35-2021.00,Food Preparation Workers,,,0.4303,1.0073
35-3011.00,Bartenders,,,0.4233,1.0118
35-3023.00,Fast Food and Counter Workers,,,0.4216,1.0094
35-3023.01,Baristas,,,0.4217,1.0131
35-3031.00,Waiters and Waitresses,,,0.4167,1.0163
35-3041.00,Food Servers; Nonrestaurant,,,0.4204,1.0119
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,,,0.4213,1.0086
35-9021.00,Dishwashers,,,0.4201,1.0174
35-9031.00,Hosts and Hostesses; Restaurant; Lounge; and Coffee Shop,,,0.4274,1.0115
39-1013.00,First-Line Supervisors of Gambling Services Workers,,,0.4152,1.0327
39-1022.00,First-Line Supervisors of Personal Service Workers,,,0.4311,1.008
39-2011.00,Animal Trainers,,,0.412,1.0048
39-2021.00,Animal Caretakers,,,0.4131,1.0461
39-3011.00,Gambling Dealers,,,0.4182,1.0203
39-3012.00,Gambling and Sports Book Writers and Runners,,,0.4164,1.027
39-3021.00,Motion Picture Projectionists,,,0.4274,1.0057
39-3031.00,Ushers; Lobby Attendants; and Ticket Takers,,,0.418,1.019
39-3091.00,Amusement and Recreation Attendants,,,0.4145,1.0318
39-3092.00,Costume Attendants,,,0.3682,1.0354
39-3093.00,Locker Room; Coatroom; and Dressing Room Attendants,,,0.4239,1.0138
39-4011.00,Embalmers,,,0.417,1.0289
39-4021.00,Funeral Attendants,,,0.4158,1.0231
39-4031.00,Morticians; Undertakers; and Funeral Arrangers,,,0.4215,1.0111
39-5011.00,Barbers,,,0.4091,1.029
39-5012.00,Hairdressers; Hairstylists; and Cosmetologists,,,0.4018,1.0144
39-5091.00,Makeup Artists; Theatrical and Performance,,,0.312,1.0055
39-5092.00,Manicurists and Pedicurists,,,0.4159,1.0114
39-5093.00,Shampooers,,,0.4178,1.0101
39-5094.00,Skincare Specialists,,,0.4262,1.0103
39-6011.00,Baggage Porters and Bellhops,,,0.4131,1.0406
39-6012.00,Concierges,,,0.4208,1.0075
39-7011.00,Tour Guides and Escorts,,,0.4185,1.02
39-7012.00,Travel Guides,,,0.4195,1.0146
39-9011.00,Childcare Workers,,,0.3976,1.0129
39-9011.01,Nannies,,,0.4208,1.0159
39-9031.00,Exercise Trainers and Group Fitness Instructors,,,0.3835,1.0054
39-9032.00,Recreation Workers,,,0.3839,1.0052
39-9041.00,Residential Advisors,,,0.424,1.0121
41-1011.00,First-Line Supervisors of Retail Sales Workers,,,0.4265,1.0091
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,,,0.4499,1.0066
41-2011.00,Cashiers,,,0.422,1.0126
41-2012.00,Gambling Change Persons and Booth Cashiers,,,0.425,1.01
41-2021.00,Counter and Rental Clerks,,,0.4154,1.0225
41-2022.00,Parts Salespersons,,,0.4247,1.0089
41-2031.00,Retail Salespersons,,,0.4164,1.0283
41-3011.00,Advertising Sales Agents,,,0.4153,1.0227
41-3021.00,Insurance Sales Agents,,,0.4252,1.0074
41-3031.00,Securities; Commodities; and Financial Services Sales Agents,,,0.4364,1.0046
41-3041.00,Travel Agents,,,0.4249,1.0053
41-4011.00,Sales Representatives; Wholesale and Manufacturing; Technical and Scientific Products,,,0.4301,1.0147
41-4011.07,Solar Sales Representatives and Assessors,,,0.4277,1.0058
41-4012.00,Sales Representatives; Wholesale and Manufacturing; Except Technical and Scientific Products,,,0.4328,1.0047
41-9011.00,Demonstrators and Product Promoters,,,0.4171,1.0268
41-9012.00,Models,,,0.2095,1.0023
41-9021.00,Real Estate Brokers,,,0.4258,1.0068
41-9022.00,Real Estate Sales Agents,0.5802411227104969,1.0,0.5717,0.238
41-9031.00,Sales Engineers,,,0.4218,1.0088
41-9041.00,Telemarketers,,,0.4276,1.0075
41-9091.00,Door-to-Door Sales Workers; News and Street Vendors; and Related Workers,,,0.4228,1.0133
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,,,0.4267,1.0023
43-2011.00,Switchboard Operators; Including Answering Service,,,0.4191,1.0074
43-2021.00,Telephone Operators,,,0.4207,1.0084
43-3011.00,Bill and Account Collectors,,,0.4203,1.0083
43-3021.00,Billing and Posting Clerks,,,0.4171,1.0044
43-3031.00,Bookkeeping; Accounting; and Auditing Clerks,,,0.4265,1.0044
43-3041.00,Gambling Cage Workers,,,0.4297,1.0053
43-3051.00,Payroll and Timekeeping Clerks,,,0.4084,1.0013
43-3061.00,Procurement Clerks,,,0.4265,1.0064
43-3071.00,Tellers,,,0.4269,1.0074
43-4011.00,Brokerage Clerks,,,0.4274,1.0065
43-4021.00,Correspondence Clerks,,,0.422,1.0056
43-4031.00,Court; Municipal; and License Clerks,,,0.4207,1.0041
43-4041.00,Credit Authorizers; Checkers; and Clerks,,,0.4267,1.0048
43-4051.00,Customer Service Representatives,0.033835583753123226,1.0,0.034,0.023
43-4061.00,Eligibility Interviewers; Government Programs,,,0.4174,1.0104
43-4071.00,File Clerks,,,0.4378,1.003
43-4081.00,Hotel; Motel; and Resort Desk Clerks,,,0.4241,1.016
43-4111.00,Interviewers; Except Eligibility and Loan,,,0.4356,1.006
43-4121.00,Library Assistants; Clerical,,,0.4228,1.0057
43-4131.00,Loan Interviewers and Clerks,,,0.4304,1.0045
43-4141.00,New Accounts Clerks,,,0.4292,1.0079
43-4151.00,Order Clerks,,,0.419,1.0062
43-4161.00,Human Resources Assistants; Except Payroll and Timekeeping,,,0.4191,1.0055
43-4171.00,Receptionists and Information Clerks,,,0.4296,1.0064
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,,,0.4308,1.0111
43-5011.00,Cargo and Freight Agents,,,0.425,1.0067
43-5011.01,Freight Forwarders,,,0.419,1.0048
43-5021.00,Couriers and Messengers,,,0.4164,1.0158
43-5031.00,Public Safety Telecommunicators,,,0.4201,1.0097
43-5032.00,Dispatchers; Except Police; Fire; and Ambulance,,,0.4274,1.007
43-5041.00,Meter Readers; Utilities,,,0.4139,1.0074
43-5051.00,Postal Service Clerks,,,0.4194,1.0116
43-5052.00,Postal Service Mail Carriers,,,0.4121,1.061
43-5053.00,Postal Service Mail Sorters; Processors; and Processing Machine Operators,,,0.413,1.0552
43-5061.00,Production; Planning; and Expediting Clerks,,,0.4272,1.0054
43-5071.00,Shipping; Receiving; and Inventory Clerks,,,0.4134,1.0371
43-5111.00,Weighers; Measurers; Checkers; and Samplers; Recordkeeping,,,0.4151,1.0073
43-6011.00,Executive Secretaries and Executive Administrative Assistants,,,0.4203,1.0112
43-6012.00,Legal Secretaries and Administrative Assistants,,,0.4241,1.006
43-6013.00,Medical Secretaries and Administrative Assistants,,,0.4208,1.0049
43-6014.00,Secretaries and Administrative Assistants; Except Legal; Medical; and Executive,,,0.4212,1.0076
43-9021.00,Data Entry Keyers,,,0.407,1.0013
43-9022.00,Word Processors and Typists,,,0.4199,1.0092
43-9031.00,Desktop Publishers,,,0.3565,1.0019
43-9041.00,Insurance Claims and Policy Processing Clerks,,,0.4179,1.003
43-9051.00,Mail Clerks and Mail Machine Operators; Except Postal Service,,,0.4124,1.0511
43-9061.00,Office Clerks; General,,,0.4228,1.0052
43-9071.00,Office Machine Operators; Except Computer,,,0.4028,1.0041
43-9081.00,Proofreaders and Copy Markers,,,0.4225,1.0055
43-9111.00,Statistical Assistants,,,0.4415,1.0008
