code,title,observed,n_studies,aioe_baseline,estimate,posterior_std
43-4051.00,Customer Service Representatives,0.23724684725930023,2.0,0.2962,0.2373,0.0705
43-4061.00,Eligibility Interviewers; Government Programs,,,0.3372,0.2709,0.8264
43-4071.00,File Clerks,,,0.1955,0.224,0.8179
43-4111.00,Interviewers; Except Eligibility and Loan,,,0.3411,0.2706,0.8186
43-4121.00,Library Assistants; Clerical,,,0.1999,0.2246,0.8186
43-4131.00,Loan Interviewers and Clerks,,,0.32,0.2793,0.8181
43-4141.00,New Accounts Clerks,,,0.3112,0.2607,0.8199
43-4151.00,Order Clerks,,,0.2582,0.2481,0.8178
43-4161.00,Human Resources Assistants; Except Payroll and Timekeeping,,,0.3449,0.277,0.819
43-4171.00,Receptionists and Information Clerks,,,0.291,0.268,0.818
43-5011.00,Cargo and Freight Agents,,,0.3177,0.2509,0.8201
43-5011.01,Freight Forwarders,,,0.3177,0.2703,0.818
43-5031.00,Public Safety Telecommunicators,,,0.2598,0.2385,0.8227
43-5032.00,Dispatchers; Except Police; Fire; and Ambulance,,,0.3024,0.2642,0.8195
43-5061.00,Production; Planning; and Expediting Clerks,,,0.2462,0.2408,0.8173
43-5111.00,Weighers; Measurers; Checkers; and Samplers; Recordkeeping,,,0.1241,0.1643,0.8186
43-6012.00,Legal Secretaries and Administrative Assistants,,,0.305,0.2608,0.8194
43-6013.00,Medical Secretaries and Administrative Assistants,,,0.3229,0.2693,0.819
43-6014.00,Secretaries and Administrative Assistants; Except Legal; Medical; and Executive,,,0.3176,0.2708,0.8201
43-9021.00,Data Entry Keyers,,,0.1873,0.2189,0.8169
43-9031.00,Desktop Publishers,,,0.1588,0.2599,0.8171
43-9041.00,Insurance Claims and Policy Processing Clerks,,,0.318,0.2665,0.8172
43-9061.00,Office Clerks; General,,,0.2763,0.2572,0.818
43-9071.00,Office Machine Operators; Except Computer,,,0.0972,0.2006,0.8187
43-9081.00,Proofreaders and Copy Markers,,,0.3395,0.2885,0.8174
43-9111.00,Statistical Assistants,,,0.2934,0.2463,0.8168
45-2011.00,Agricultural Inspectors,,,0.1657,0.2122,0.8179
45-4023.00,Log Graders and Scalers,,,0.082,0.1618,0.8228
47-2152.04,Solar Thermal Installers and Technicians,,,0.0318,0.1721,0.824
47-3016.00,Helpers--Roofers,,,-0.0342,0.1545,0.8182
47-4011.01,Energy Auditors,,,0.1748,0.2071,0.8177
49-2022.00,Telecommunications Equipment Installers and Repairers; Except Line Installers,,,0.0536,0.1657,0.8219
49-3092.00,Recreational Vehicle Service Technicians,,,0.062,0.1745,0.821
49-9063.00,Musical Instrument Repairers and Tuners,,,0.0963,0.1959,0.8219
51-1011.00,First-Line Supervisors of Production and Operating Workers,,,0.1622,0.2064,0.8205
51-2023.00,Electromechanical Equipment Assemblers,,,0.0881,0.1422,0.8212
51-3091.00,Food and Tobacco Roasting; Baking; and Drying Machine Operators and Tenders,,,0.0715,0.1601,0.8236
51-5111.00,Prepress Technicians and Workers,,,0.1665,0.2274,0.8189
51-6092.00,Fabric and Apparel Patternmakers,,,0.1265,0.2018,0.8171
51-8011.00,Nuclear Power Reactor Operators,,,0.2159,0.1959,0.8198
51-8012.00,Power Distributors and Dispatchers,,,0.1976,0.2071,0.8172
51-8031.00,Water and Wastewater Treatment Plant and System Operators,,,0.0993,0.1612,0.8192
51-8091.00,Chemical Plant and System Operators,,,0.0992,0.1656,0.8182
51-8092.00,Gas Plant Operators,,,0.0975,0.1395,0.8172
51-8099.01,Biofuels Processing Technicians,,,0.069,0.1408,0.8203
51-9011.00,Chemical Equipment Operators and Tenders,,,0.085,0.1473,0.8254
51-9071.00,Jewelers and Precious Stone and Metal Workers,,,0.09,0.3134,0.8193
51-9081.00,Dental Laboratory Technicians,,,0.114,0.2692,0.8174
51-9082.00,Medical Appliance Technicians,,,0.1007,0.19,0.818
51-9162.00,Computer Numerically Controlled Tool Programmers,,,,0.2275,1.0187
53-1042.00,First-Line Supervisors of Helpers; Laborers; and Material Movers; Hand,,,,0.224,1.0029
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,,,,0.2595,1.0038
53-2011.00,Airline Pilots; Copilots; and Flight Engineers,,,0.0754,0.1356,0.8731
53-2021.00,Air Traffic Controllers,,,0.2446,0.2214,0.818
53-2022.00,Airfield Operations Specialists,,,0.1963,0.204,0.8208
53-6041.00,Traffic Technicians,,,0.1822,0.2112,0.817
53-6051.00,Transportation Inspectors,,,0.1284,0.193,0.8181
53-6061.00,Passenger Attendants,,,0.1524,0.206,0.8216
53-7121.00,Tank Car; Truck; and Ship Loaders,,,-0.0023,0.1044,0.8246
