code,title,observed,n_studies,estimate,posterior_std
29-2099.08,Patient Representatives,,,0.2144,1.0047
29-9091.00,Athletic Trainers,,,0.2034,1.0213
29-9092.00,Genetic Counselors,,,0.2283,1.0075
29-9093.00,Surgical Assistants,,,0.2022,1.0178
29-9099.01,Midwives,,,0.2002,1.0132
31-1121.00,Home Health Aides,,,0.1997,1.017
31-1122.00,Personal Care Aides,,,0.2078,1.0217
31-1131.00,Nursing Assistants,,,0.1819,1.0075
31-1132.00,Orderlies,,,0.2169,1.0396
31-1133.00,Psychiatric Aides,,,0.2012,1.0144
31-2011.00,Occupational Therapy Assistants,,,0.2089,1.0082
31-2012.00,Occupational Therapy Aides,,,0.2072,1.0132
31-2021.00,Physical Therapist Assistants,,,0.1963,1.0113
31-2022.00,Physical Therapist Aides,,,0.2064,1.0159
31-9011.00,Massage Therapists,,,0.2194,1.0145
31-9091.00,Dental Assistants,,,0.227,1.0051
31-9092.00,Medical Assistants,,,0.21,1.0044
31-9093.00,Medical Equipment Preparers,,,0.1662,1.0042
31-9094.00,Medical Transcriptionists,,,0.1874,1.0022
31-9095.00,Pharmacy Aides,,,0.2209,1.0029
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,,,0.1778,1.0066
31-9097.00,Phlebotomists,,,0.2163,1.0052
31-9099.01,Speech-Language Pathology Assistants,,,0.2288,1.0071
31-9099.02,Endoscopy Technicians,,,0.1815,1.0081
33-1011.00,First-Line Supervisors of Correctional Officers,,,0.1824,1.0039
33-1012.00,First-Line Supervisors of Police and Detectives,,,0.2085,1.0047
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,,,0.2027,1.0057
33-1091.00,First-Line Supervisors of Security Workers,,,0.2122,1.0181
33-2011.00,Firefighters,,,0.1979,1.0126
33-2021.00,Fire Inspectors and Investigators,,,0.2193,1.0053
33-2022.00,Forest Fire Inspectors and Prevention Specialists,,,0.191,1.004
33-3011.00,Bailiffs,,,0.176,1.0026
33-3012.00,Correctional Officers and Jailers,,,0.1933,1.0031
33-3021.00,Detectives and Criminal Investigators,,,0.2301,1.0024
33-3021.02,Police Identification and Records Officers,,,0.2152,1.0037
33-3021.06,Intelligence Analysts,,,0.1958,1.002
33-3031.00,Fish and Game Wardens,,,0.2205,1.0033
33-3041.00,Parking Enforcement Workers,,,0.2182,1.0079
33-3051.00,Police and Sheriff's Patrol Officers,,,0.2193,1.0108
33-3051.04,Customs and Border Protection Officers,,,0.2144,1.0029
33-3052.00,Transit and Railroad Police,,,0.1827,1.0089
33-9011.00,Animal Control Workers,,,0.2141,1.0045
33-9021.00,Private Detectives and Investigators,,,0.1976,1.0017
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,,,0.1669,1.0027
33-9032.00,Security Guards,,,0.2417,1.003
33-9091.00,Crossing Guards and Flaggers,,,0.2135,1.0057
33-9092.00,Lifeguards; Ski Patrol; and Other Recreational Protective Service Workers,,,0.2063,1.0227
33-9093.00,Transportation Security Screeners,,,0.2243,1.0203
33-9099.02,Retail Loss Prevention Specialists,,,0.2055,1.0033
35-1011.00,Chefs and Head Cooks,,,0.2305,1.0074
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,,,0.2348,1.0043
35-2011.00,Cooks; Fast Food,,,0.2244,1.0113
35-2012.00,Cooks; Institution and Cafeteria,,,0.2284,1.0045
35-2013.00,Cooks; Private Household,,,0.2395,1.0063
35-2014.00,Cooks; Restaurant,,,0.2209,1.0395
35-2015.00,Cooks; Short Order,,,0.2359,1.0025
35-2021.00,Food Preparation Workers,,,0.2304,1.004
35-3011.00,Bartenders,,,0.2274,1.0103
35-3023.00,Fast Food and Counter Workers,,,0.2255,1.0075
35-3023.01,Baristas,,,0.2261,1.0115
35-3031.00,Waiters and Waitresses,,,0.2233,1.0146
35-3041.00,Food Servers; Nonrestaurant,,,0.2222,1.0099
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,,,0.2251,1.0073
35-9021.00,Dishwashers,,,0.2138,1.0157
35-9031.00,Hosts and Hostesses; Restaurant; Lounge; and Coffee Shop,,,0.2256,1.0098
39-1013.00,First-Line Supervisors of Gambling Services Workers,,,0.2273,1.0309
39-1022.00,First-Line Supervisors of Personal Service Workers,,,0.2211,1.0065
39-2011.00,Animal Trainers,,,0.2435,1.0051
39-2021.00,Animal Caretakers,,,0.2192,1.0444
39-3011.00,Gambling Dealers,,,0.2268,1.0186
39-3012.00,Gambling and Sports Book Writers and Runners,,,0.2282,1.0251
39-3021.00,Motion Picture Projectionists,,,0.2181,1.0036
39-3031.00,Ushers; Lobby Attendants; and Ticket Takers,,,0.2269,1.0172
39-3091.00,Amusement and Recreation Attendants,,,0.2279,1.03
39-3092.00,Costume Attendants,,,0.2486,1.0341
39-3093.00,Locker Room; Coatroom; and Dressing Room Attendants,,,0.2285,1.0121
39-4011.00,Embalmers,,,0.2137,1.0273
39-4021.00,Funeral Attendants,,,0.2199,1.0215
39-4031.00,Morticians; Undertakers; and Funeral Arrangers,,,0.2247,1.0095
39-5011.00,Barbers,,,0.2316,1.0273
39-5012.00,Hairdressers; Hairstylists; and Cosmetologists,,,0.2339,1.0134
39-5091.00,Makeup Artists; Theatrical and Performance,,,0.2912,1.0049
39-5092.00,Manicurists and Pedicurists,,,0.2311,1.01
39-5093.00,Shampooers,,,0.2086,1.0071
39-5094.00,Skincare Specialists,,,0.2024,1.0066
39-6011.00,Baggage Porters and Bellhops,,,0.2218,1.0389
39-6012.00,Concierges,,,0.2422,1.0046
39-7011.00,Tour Guides and Escorts,,,0.2291,1.0174
39-7012.00,Travel Guides,,,0.2345,1.005
39-9011.00,Childcare Workers,,,0.225,1.0117
39-9011.01,Nannies,,,0.2147,1.0145
39-9031.00,Exercise Trainers and Group Fitness Instructors,,,0.2448,1.0053
39-9032.00,Recreation Workers,,,0.2486,1.0033
39-9041.00,Residential Advisors,,,0.2131,1.0104
41-1011.00,First-Line Supervisors of Retail Sales Workers,,,0.2263,1.0074
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,,,0.2212,1.0067
41-2011.00,Cashiers,,,0.2314,1.0104
41-2012.00,Gambling Change Persons and Booth Cashiers,,,0.2269,1.0087
41-2021.00,Counter and Rental Clerks,,,0.2245,1.021
41-2022.00,Parts Salespersons,,,0.2298,1.0028
41-2031.00,Retail Salespersons,,,0.2284,1.0264
41-3011.00,Advertising Sales Agents,,,0.2356,1.0029
41-3021.00,Insurance Sales Agents,,,0.231,1.0059
41-3031.00,Securities; Commodities; and Financial Services Sales Agents,,,0.2197,1.0035
41-3041.00,Travel Agents,,,0.2467,1.0019
41-4011.00,Sales Representatives; Wholesale and Manufacturing; Technical and Scientific Products,,,0.2279,1.0131
41-4011.07,Solar Sales Representatives and Assessors,,,0.2421,1.0026
41-4012.00,Sales Representatives; Wholesale and Manufacturing; Except Technical and Scientific Products,,,0.2259,1.0047
41-9011.00,Demonstrators and Product Promoters,,,0.2279,1.0249
41-9012.00,Models,,,0.3456,1.0023
41-9021.00,Real Estate Brokers,,,0.2279,1.0056
41-9022.00,Real Estate Sales Agents,0.05413944610064823,1.0,0.0559,0.0995
41-9031.00,Sales Engineers,,,0.2367,1.0019
41-9041.00,Telemarketers,,,0.2314,1.0021
41-9091.00,Door-to-Door Sales Workers; News and Street Vendors; and Related Workers,,,0.228,1.0113
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,,,0.2233,1.0019
43-2011.00,Switchboard Operators; Including Answering Service,,,0.2284,1.0057
43-2021.00,Telephone Operators,,,0.2387,1.005
43-3011.00,Bill and Account Collectors,,,0.2218,1.0065
43-3021.00,Billing and Posting Clerks,,,0.2315,1.005
43-3031.00,Bookkeeping; Accounting; and Auditing Clerks,,,0.2306,1.0025
43-3041.00,Gambling Cage Workers,,,0.2248,1.0039
43-3051.00,Payroll and Timekeeping Clerks,,,0.2459,1.0013
43-3061.00,Procurement Clerks,,,0.2318,1.0044
43-3071.00,Tellers,,,0.222,1.0065
43-4011.00,Brokerage Clerks,,,0.2483,1.0026
43-4021.00,Correspondence Clerks,,,0.2269,1.0046
43-4031.00,Court; Municipal; and License Clerks,,,0.2222,1.0029
43-4041.00,Credit Authorizers; Checkers; and Clerks,,,0.2377,1.002
43-4051.00,Customer Service Representatives,0.23724684725930023,2.0,0.2372,0.0705
43-4061.00,Eligibility Interviewers; Government Programs,,,0.2261,1.0094
43-4071.00,File Clerks,,,0.2165,1.0024
43-4081.00,Hotel; Motel; and Resort Desk Clerks,,,0.2284,1.0144
43-4111.00,Interviewers; Except Eligibility and Loan,,,0.2163,1.0047
43-4121.00,Library Assistants; Clerical,,,0.222,1.004
43-4131.00,Loan Interviewers and Clerks,,,0.2416,1.0021
43-4141.00,New Accounts Clerks,,,0.2207,1.0064
43-4151.00,Order Clerks,,,0.2292,1.0047
43-4161.00,Human Resources Assistants; Except Payroll and Timekeeping,,,0.2256,1.0045
43-4171.00,Receptionists and Information Clerks,,,0.2441,1.0023
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,,,0.2241,1.0099
43-5011.00,Cargo and Freight Agents,,,0.208,1.0047
43-5011.01,Freight Forwarders,,,0.2309,1.0024
43-5021.00,Couriers and Messengers,,,0.2191,1.0128
43-5031.00,Public Safety Telecommunicators,,,0.2072,1.0017
43-5032.00,Dispatchers; Except Police; Fire; and Ambulance,,,0.2293,1.0042
43-5041.00,Meter Readers; Utilities,,,0.2022,1.0053
43-5051.00,Postal Service Clerks,,,0.223,1.0102
43-5052.00,Postal Service Mail Carriers,,,0.2202,1.0593
43-5053.00,Postal Service Mail Sorters; Processors; and Processing Machine Operators,,,0.2199,1.0537
43-5061.00,Production; Planning; and Expediting Clerks,,,0.2227,1.0039
43-5071.00,Shipping; Receiving; and Inventory Clerks,,,0.2182,1.0357
43-5111.00,Weighers; Measurers; Checkers; and Samplers; Recordkeeping,,,0.1665,1.0029
43-6011.00,Executive Secretaries and Executive Administrative Assistants,,,0.2265,1.0098
43-6012.00,Legal Secretaries and Administrative Assistants,,,0.2202,1.0049
43-6013.00,Medical Secretaries and Administrative Assistants,,,0.2313,1.004
43-6014.00,Secretaries and Administrative Assistants; Except Legal; Medical; and Executive,,,0.2286,1.006
43-9021.00,Data Entry Keyers,,,0.2208,1.0014
43-9022.00,Word Processors and Typists,,,0.2255,1.0079
43-9031.00,Desktop Publishers,,,0.2656,1.0013
43-9041.00,Insurance Claims and Policy Processing Clerks,,,0.225,1.0019
43-9051.00,Mail Clerks and Mail Machine Operators; Except Postal Service,,,0.2205,1.0496
43-9061.00,Office Clerks; General,,,0.2313,1.0034
43-9071.00,Office Machine Operators; Except Computer,,,0.2379,1.0032
43-9081.00,Proofreaders and Copy Markers,,,0.2501,1.002
43-9111.00,Statistical Assistants,,,0.2023,1.0007
