code,title,observed,n_studies,aioe_baseline,estimate,posterior_std
29-1141.00,Registered Nurses,,,0.3155,0.2974,0.8196
29-1141.01,Acute Care Nurses,,,0.3155,0.2904,0.8202
29-1141.02,Advanced Practice Psychiatric Nurses,,,0.3155,0.2913,0.8202
29-1141.03,Critical Care Nurses,,,0.3155,0.2867,0.8246
29-1141.04,Clinical Nurse Specialists,,,0.3155,0.3023,0.8186
29-1151.00,Nurse Anesthetists,,,0.2864,0.2658,0.8211
29-1161.00,Nurse Midwives,,,0.3224,0.2887,0.8194
29-1171.00,Nurse Practitioners,,,0.3218,0.2902,0.8183
29-1181.00,Audiologists,,,0.4046,0.3338,0.8187
29-1211.00,Anesthesiologists,,,,0.2772,1.0055
29-1213.00,Dermatologists,,,,0.2631,1.006
29-1214.00,Emergency Medicine Physicians,,,,0.2868,1.0054
29-1215.00,Family Medicine Physicians,,,,0.2849,1.0067
29-1216.00,General Internal Medicine Physicians,,,,0.275,1.007
29-1217.00,Neurologists,,,,0.2628,1.003
29-1218.00,Obstetricians and Gynecologists,,,,0.2819,1.007
29-1221.00,Pediatricians; General,,,,0.2818,1.0093
29-1222.00,Physicians; Pathologists,,,,0.2903,1.003
29-1223.00,Psychiatrists,,,,0.2972,1.004
29-1224.00,Radiologists,-0.037751128203603754,1.0,0.3885,-0.0345,0.0995
29-1229.01,Allergists and Immunologists,,,,0.2773,1.004
29-1229.02,Hospitalists,,,,0.2727,1.0073
29-1229.03,Urologists,,,,0.2524,1.004
29-1229.04,Physical Medicine and Rehabilitation Physicians,,,,0.2871,1.0041
29-1229.05,Preventive Medicine Physicians,,,,0.2782,1.0013
29-1229.06,Sports Medicine Physicians,,,,0.2806,1.0068
29-1241.00,Ophthalmologists; Except Pediatric,,,,0.247,1.0042
29-1291.00,Acupuncturists,,,,0.2775,1.0095
29-1292.00,Dental Hygienists,,,,0.3135,1.007
29-1299.01,Naturopathic Physicians,,,,0.2843,1.0046
29-1299.02,Orthoptists,,,,0.2932,1.0025
29-2011.00,Medical and Clinical Laboratory Technologists,,,0.2494,0.2434,0.8179
29-2011.01,Cytogenetic Technologists,,,0.2494,0.267,0.8197
29-2011.02,Cytotechnologists,,,0.2494,0.2433,0.8187
29-2011.04,Histotechnologists,,,0.2494,0.2501,0.8176
29-2012.00,Medical and Clinical Laboratory Technicians,,,0.1987,0.2398,0.8176
29-2012.01,Histology Technicians,,,0.1987,0.2236,0.8175
29-2031.00,Cardiovascular Technologists and Technicians,,,0.2307,0.2486,0.8223
29-2032.00,Diagnostic Medical Sonographers,,,0.2006,0.2575,0.8189
29-2033.00,Nuclear Medicine Technologists,,,0.2534,0.2651,0.8214
29-2034.00,Radiologic Technologists and Technicians,,,0.1731,0.2379,0.8254
29-2035.00,Magnetic Resonance Imaging Technologists,,,0.2294,0.2478,0.8195
29-2036.00,Medical Dosimetrists,,,,0.2487,1.0014
29-2051.00,Dietetic Technicians,,,0.2313,0.263,0.8217
29-2052.00,Pharmacy Technicians,,,0.2534,0.2629,0.8172
29-2053.00,Psychiatric Technicians,,,0.258,0.2696,0.8243
29-2055.00,Surgical Technologists,,,0.1442,0.2221,0.8202
29-2056.00,Veterinary Technologists and Technicians,,,0.1989,0.226,0.82
29-2057.00,Ophthalmic Medical Technicians,,,0.2757,0.282,0.819
29-2061.00,Licensed Practical and Licensed Vocational Nurses,,,0.1956,0.229,0.8198
29-2081.00,Opticians; Dispensing,,,0.2644,0.2881,0.8204
29-2091.00,Orthotists and Prosthetists,,,0.2848,0.2789,0.8191
29-2092.00,Hearing Aid Specialists,,,0.3546,0.3195,0.8192
29-2099.01,Neurodiagnostic Technologists,,,0.1991,0.2283,0.8189
29-2099.05,Ophthalmic Medical Technologists,,,0.1991,0.2482,0.8183
29-2099.08,Patient Representatives,,,0.1991,0.2577,0.8181
29-9091.00,Athletic Trainers,,,0.2383,0.258,0.825
29-9092.00,Genetic Counselors,,,0.5691,0.4078,0.8268
29-9093.00,Surgical Assistants,,,,0.2633,1.0127
29-9099.01,Midwives,,,0.3169,0.2825,0.8215
31-1121.00,Home Health Aides,,,,0.2611,1.0121
31-1122.00,Personal Care Aides,,,,0.2732,1.0157
31-1131.00,Nursing Assistants,,,,0.2333,1.0051
31-1132.00,Orderlies,,,,0.2278,1.0282
31-1133.00,Psychiatric Aides,,,,0.2658,1.0099
31-2011.00,Occupational Therapy Assistants,,,0.2425,0.2644,0.8194
31-2012.00,Occupational Therapy Aides,,,0.1832,0.2411,0.821
31-2021.00,Physical Therapist Assistants,,,0.2063,0.24,0.8205
31-2022.00,Physical Therapist Aides,,,0.1289,0.2182,0.8225
31-9011.00,Massage Therapists,,,0.1148,0.2267,0.8216
31-9091.00,Dental Assistants,,,0.1855,0.2514,0.8185
31-9092.00,Medical Assistants,,,0.3079,0.2869,0.8182
31-9093.00,Medical Equipment Preparers,,,0.095,0.1683,0.8185
31-9094.00,Medical Transcriptionists,,,0.5098,0.3295,0.8173
31-9095.00,Pharmacy Aides,,,0.2524,0.2693,0.8176
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,,,0.1342,0.1912,0.8188
31-9097.00,Phlebotomists,,,0.205,0.2543,0.8183
31-9099.01,Speech-Language Pathology Assistants,,,0.3113,0.3144,0.8195
31-9099.02,Endoscopy Technicians,,,0.3113,0.2576,0.8195
33-1011.00,First-Line Supervisors of Correctional Officers,,,0.1823,0.2454,0.821
33-1012.00,First-Line Supervisors of Police and Detectives,,,0.217,0.2646,0.818
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,,,0.1245,0.2184,0.8185
33-1091.00,First-Line Supervisors of Security Workers,,,,0.291,1.0163
33-2011.00,Firefighters,,,-0.0125,0.1481,0.8213
33-2021.00,Fire Inspectors and Investigators,,,0.2263,0.2676,0.8185
33-2022.00,Forest Fire Inspectors and Prevention Specialists,,,0.1863,0.2135,0.828
33-3011.00,Bailiffs,,,0.2223,0.2414,0.8194
33-3012.00,Correctional Officers and Jailers,,,0.1175,0.2244,0.819
33-3021.00,Detectives and Criminal Investigators,,,0.29,0.2881,0.8174
33-3021.02,Police Identification and Records Officers,,,0.29,0.2851,0.8179
33-3021.06,Intelligence Analysts,,,0.29,0.2605,0.8173
33-3031.00,Fish and Game Wardens,,,0.1518,0.2382,0.8177
33-3041.00,Parking Enforcement Workers,,,0.1264,0.2436,0.8197
33-3051.00,Police and Sheriff's Patrol Officers,,,0.1236,0.238,0.8217
33-3051.04,Customs and Border Protection Officers,,,0.1236,0.2207,0.8177
33-3052.00,Transit and Railroad Police,,,0.1015,0.1948,0.822
33-9011.00,Animal Control Workers,,,0.1762,0.2429,0.8181
33-9021.00,Private Detectives and Investigators,,,0.3876,0.2925,0.8171
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,,,0.3493,0.2627,0.8176
33-9032.00,Security Guards,,,0.1693,0.2612,0.8175
33-9091.00,Crossing Guards and Flaggers,,,0.1747,0.2354,0.8193
33-9092.00,Lifeguards; Ski Patrol; and Other Recreational Protective Service Workers,,,0.1918,0.2233,0.8299
33-9093.00,Transportation Security Screeners,,,0.1482,0.2182,0.8236
33-9099.02,Retail Loss Prevention Specialists,,,0.2547,0.2644,0.8178
35-1011.00,Chefs and Head Cooks,,,0.2221,0.2882,0.8216
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,,,0.2267,0.2826,0.8182
35-2011.00,Cooks; Fast Food,,,0.176,0.2424,0.82
35-2012.00,Cooks; Institution and Cafeteria,,,0.1407,0.2471,0.8181
35-2013.00,Cooks; Private Household,,,0.1238,0.2557,0.819
35-2014.00,Cooks; Restaurant,,,0.0986,0.1873,0.8313
35-2015.00,Cooks; Short Order,,,0.139,0.2444,0.8173
35-2021.00,Food Preparation Workers,,,0.0618,0.2093,0.818
35-3011.00,Bartenders,,,0.1718,0.265,0.8203
35-3023.00,Fast Food and Counter Workers,,,,0.2902,1.0044
35-3023.01,Baristas,,,,0.2993,1.0075
35-3031.00,Waiters and Waitresses,,,0.1596,0.2414,0.8218
35-3041.00,Food Servers; Nonrestaurant,,,0.1647,0.239,0.8201
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,,,-0.0432,0.1943,0.8191
35-9021.00,Dishwashers,,,-0.0701,0.1473,0.8215
35-9031.00,Hosts and Hostesses; Restaurant; Lounge; and Coffee Shop,,,0.2965,0.306,0.82
39-1013.00,First-Line Supervisors of Gambling Services Workers,,,,0.2939,1.0239
39-1022.00,First-Line Supervisors of Personal Service Workers,,,,0.3023,1.0049
39-2011.00,Animal Trainers,,,0.1049,0.2272,0.8217
39-2021.00,Animal Caretakers,,,0.1472,0.1976,0.8308
39-3011.00,Gambling Dealers,,,0.2646,0.2865,0.8238
39-3012.00,Gambling and Sports Book Writers and Runners,,,0.335,0.3085,0.8272
39-3021.00,Motion Picture Projectionists,,,0.1217,0.2192,0.8178
39-3031.00,Ushers; Lobby Attendants; and Ticket Takers,,,0.2349,0.276,0.8229
39-3091.00,Amusement and Recreation Attendants,,,0.2101,0.266,0.8293
39-3092.00,Costume Attendants,,,0.196,0.2358,0.8301
39-3093.00,Locker Room; Coatroom; and Dressing Room Attendants,,,0.3169,0.3134,0.8211
39-4011.00,Embalmers,,,0.1201,0.1973,0.827
39-4021.00,Funeral Attendants,,,0.225,0.2434,0.8244
39-4031.00,Morticians; Undertakers; and Funeral Arrangers,,,0.2343,0.2756,0.8197
39-5011.00,Barbers,,,0.144,0.2471,0.8282
39-5012.00,Hairdressers; Hairstylists; and Cosmetologists,,,0.1287,0.2475,0.8214
39-5091.00,Makeup Artists; Theatrical and Performance,,,0.1537,0.2896,0.8186
39-5092.00,Manicurists and Pedicurists,,,0.2416,0.2903,0.82
39-5093.00,Shampooers,,,0.1529,0.2351,0.8188
39-5094.00,Skincare Specialists,,,0.2505,0.2747,0.8191
39-6011.00,Baggage Porters and Bellhops,,,0.066,0.1774,0.8316
39-6012.00,Concierges,,,0.4835,0.3735,0.8182
39-7011.00,Tour Guides and Escorts,,,0.4131,0.3338,0.8237
39-7012.00,Travel Guides,,,0.3746,0.3097,0.8186
39-9011.00,Childcare Workers,,,0.2231,0.2676,0.8206
39-9011.01,Nannies,,,0.2231,0.2664,0.8218
39-9031.00,Exercise Trainers and Group Fitness Instructors,,,-0.0061,0.1685,0.8318
39-9032.00,Recreation Workers,,,0.2787,0.3034,0.8177
39-9041.00,Residential Advisors,,,0.4078,0.3295,0.8202
41-1011.00,First-Line Supervisors of Retail Sales Workers,,,0.3005,0.3128,0.8195
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,,,0.5231,0.3822,0.8193
41-2011.00,Cashiers,,,0.2357,0.2767,0.8203
41-2012.00,Gambling Change Persons and Booth Cashiers,,,0.2364,0.2821,0.8195
41-2021.00,Counter and Rental Clerks,,,0.2883,0.2881,0.8251
41-2022.00,Parts Salespersons,,,0.2553,0.2673,0.8175
41-2031.00,Retail Salespersons,,,0.3333,0.3179,0.8265
41-3011.00,Advertising Sales Agents,,,0.4943,0.4016,0.8509
41-3021.00,Insurance Sales Agents,,,0.5584,0.4018,0.8198
41-3031.00,Securities; Commodities; and Financial Services Sales Agents,,,0.5233,0.3717,0.8177
41-3041.00,Travel Agents,,,0.5271,0.3709,0.8173
41-4011.00,Sales Representatives; Wholesale and Manufacturing; Technical and Scientific Products,,,0.4587,0.3715,0.8223
41-4011.07,Solar Sales Representatives and Assessors,,,0.4587,0.3773,0.8267
41-4012.00,Sales Representatives; Wholesale and Manufacturing; Except Technical and Scientific Products,,,0.4768,0.4036,0.852
41-9011.00,Demonstrators and Product Promoters,,,0.3285,0.3333,0.8329
41-9012.00,Models,,,0.1525,0.1876,0.8611
41-9021.00,Real Estate Brokers,,,0.5418,0.3893,0.8186
41-9022.00,Real Estate Sales Agents,0.05413944610064823,1.0,0.4057,0.0567,0.0995
41-9031.00,Sales Engineers,,,0.4741,0.3743,0.8261
41-9041.00,Telemarketers,,,0.6634,0.469,0.8636
41-9091.00,Door-to-Door Sales Workers; News and Street Vendors; and Related Workers,,,0.5761,0.4245,0.834
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,,,0.4968,0.3582,0.818
43-2011.00,Switchboard Operators; Including Answering Service,,,0.5199,0.3657,0.8187
43-2021.00,Telephone Operators,,,0.5553,0.3783,0.8184
43-3011.00,Bill and Account Collectors,,,0.5254,0.3791,0.8191
43-3021.00,Billing and Posting Clerks,,,0.4972,0.365,0.8187
43-3031.00,Bookkeeping; Accounting; and Auditing Clerks,,,0.4303,0.3375,0.8174
43-3041.00,Gambling Cage Workers,,,0.3626,0.315,0.8178
43-3051.00,Payroll and Timekeeping Clerks,,,0.5012,0.3565,0.817
43-3061.00,Procurement Clerks,,,0.5927,0.4022,0.8182
43-3071.00,Tellers,,,0.3489,0.3169,0.8188
43-4011.00,Brokerage Clerks,,,0.4741,0.3602,0.8176
43-4021.00,Correspondence Clerks,,,0.5073,0.3683,0.8184
43-4031.00,Court; Municipal; and License Clerks,,,0.5393,0.368,0.8175
43-4041.00,Credit Authorizers; Checkers; and Clerks,,,0.5834,0.3908,0.8172
43-4051.00,Customer Service Representatives,0.23724684725930023,2.0,0.4846,0.2376,0.0705
43-4061.00,Eligibility Interviewers; Government Programs,,,0.5563,0.3792,0.8203
43-4071.00,File Clerks,,,0.3087,0.2857,0.8174
43-4081.00,Hotel; Motel; and Resort Desk Clerks,,,0.4078,0.3348,0.822
43-4111.00,Interviewers; Except Eligibility and Loan,,,0.563,0.3824,0.8184
43-4121.00,Library Assistants; Clerical,,,0.3163,0.2986,0.8179
43-4131.00,Loan Interviewers and Clerks,,,0.5262,0.3629,0.8173
43-4141.00,New Accounts Clerks,,,0.5109,0.3762,0.8187
43-4151.00,Order Clerks,,,0.4183,0.3437,0.8184
43-4161.00,Human Resources Assistants; Except Payroll and Timekeeping,,,0.5698,0.3912,0.8182
43-4171.00,Receptionists and Information Clerks,,,0.4755,0.3517,0.8174
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,,,0.3472,0.3097,0.8201
43-5011.00,Cargo and Freight Agents,,,0.5222,0.3423,0.8181
43-5011.01,Freight Forwarders,,,0.5222,0.3664,0.8175
43-5021.00,Couriers and Messengers,,,0.0643,0.1855,0.8212
43-5031.00,Public Safety Telecommunicators,,,0.4211,0.3042,0.8172
43-5032.00,Dispatchers; Except Police; Fire; and Ambulance,,,0.4955,0.3671,0.818
43-5041.00,Meter Readers; Utilities,,,0.0422,0.1667,0.825
43-5051.00,Postal Service Clerks,,,0.1985,0.2482,0.8199
43-5052.00,Postal Service Mail Carriers,,,0.0549,0.1608,0.836
43-5053.00,Postal Service Mail Sorters; Processors; and Processing Machine Operators,,,0.0464,0.1627,0.8372
43-5061.00,Production; Planning; and Expediting Clerks,,,0.3973,0.3269,0.8181
43-5071.00,Shipping; Receiving; and Inventory Clerks,,,0.103,0.1925,0.83
43-5111.00,Weighers; Measurers; Checkers; and Samplers; Recordkeeping,,,0.184,0.1986,0.8175
43-6011.00,Executive Secretaries and Executive Administrative Assistants,,,0.4909,0.3817,0.8207
43-6012.00,Legal Secretaries and Administrative Assistants,,,0.4999,0.367,0.8184
43-6013.00,Medical Secretaries and Administrative Assistants,,,0.5313,0.3759,0.8178
43-6014.00,Secretaries and Administrative Assistants; Except Legal; Medical; and Executive,,,0.522,0.385,0.8188
43-9021.00,Data Entry Keyers,,,0.2944,0.2731,0.8171
43-9022.00,Word Processors and Typists,,,0.3649,0.3343,0.8197
43-9031.00,Desktop Publishers,,,0.2446,0.285,0.817
43-9041.00,Insurance Claims and Policy Processing Clerks,,,0.5226,0.3607,0.8172
43-9051.00,Mail Clerks and Mail Machine Operators; Except Postal Service,,,0.1087,0.1844,0.8352
43-9061.00,Office Clerks; General,,,0.4499,0.3517,0.8177
43-9071.00,Office Machine Operators; Except Computer,,,0.1369,0.2442,0.8176
43-9081.00,Proofreaders and Copy Markers,,,0.5603,0.3862,0.8173
43-9111.00,Statistical Assistants,,,0.4797,0.3122,0.8168
